Timestamp,TagID,x(m),y(m),
2020-03-02T15:39:46.394241Z,42,235.575,306.238,
2020-03-02T15:39:46.425812Z,0,51.2536,53.6941,
2020-03-02T15:39:46.425869Z,1,251.811,51.3693,
2020-03-02T15:39:46.425879Z,2,57.227,254.446,
2020-03-02T15:39:46.425886Z,42,235.484,306.401,
2020-03-02T15:39:46.457521Z,0,51.2417,53.6555,
2020-03-02T15:39:46.457571Z,1,251.811,51.3697,
2020-03-02T15:39:46.457580Z,2,57.2537,254.463,
2020-03-02T15:39:46.457587Z,42,235.255,306.618,
2020-03-02T15:39:46.489767Z,0,51.3122,53.6736,
2020-03-02T15:39:46.489822Z,1,251.836,51.3682,
2020-03-02T15:39:46.489832Z,2,57.2531,254.458,
2020-03-02T15:39:46.489839Z,42,234.963,306.678,
2020-03-02T15:39:46.524513Z,0,51.278,53.6413,
2020-03-02T15:39:46.524553Z,1,251.832,51.3626,
2020-03-02T15:39:46.524561Z,2,57.2566,254.473,
2020-03-02T15:39:46.524568Z,42,234.944,306.827,
2020-03-02T15:39:46.558614Z,0,51.2428,53.6418,
2020-03-02T15:39:46.558717Z,1,251.823,51.3808,
2020-03-02T15:39:46.558735Z,2,57.2598,254.44,
2020-03-02T15:39:46.558746Z,42,235.049,306.869,
2020-03-02T15:39:46.589695Z,0,51.2426,53.6555,
2020-03-02T15:39:46.589751Z,1,251.824,51.3694,
2020-03-02T15:39:46.589761Z,2,57.2607,254.446,
2020-03-02T15:39:46.589769Z,42,235.011,307.333,
2020-03-02T15:39:46.625575Z,0,51.2375,53.6938,
2020-03-02T15:39:46.625631Z,1,251.835,51.3564,
2020-03-02T15:39:46.625641Z,2,57.2699,254.45,
2020-03-02T15:39:46.625648Z,42,235.071,307.634,
2020-03-02T15:39:46.725116Z,0,51.2264,53.6041,
2020-03-02T15:39:46.725153Z,1,251.835,51.3561,
2020-03-02T15:39:46.725164Z,2,57.2393,254.449,
2020-03-02T15:39:46.725174Z,42,233.25,308,
2020-03-02T15:39:46.758489Z,0,51.2488,53.6694,
2020-03-02T15:39:46.758609Z,1,251.841,51.3674,
2020-03-02T15:39:46.758626Z,2,57.2623,254.46,
2020-03-02T15:39:46.758636Z,42,230.75,307.5,
2020-03-02T15:39:46.789832Z,0,51.2811,53.6499,
2020-03-02T15:39:46.789891Z,1,251.834,51.348,
2020-03-02T15:39:46.789904Z,2,57.2455,254.455,
2020-03-02T15:39:46.789912Z,42,228,307.25,
2020-03-02T15:39:47.256807Z,0,51.2308,53.6634,
2020-03-02T15:39:47.256838Z,1,251.825,51.3643,
2020-03-02T15:39:47.256846Z,2,57.259,254.447,
2020-03-02T15:39:47.256853Z,42,206.5,295,
2020-03-02T15:39:47.326062Z,0,51.2557,53.6875,
2020-03-02T15:39:47.326108Z,1,251.823,51.3721,
2020-03-02T15:39:47.326119Z,2,57.2572,254.453,
2020-03-02T15:39:47.326129Z,42,208.201,296.9,
2020-03-02T15:39:47.456893Z,0,51.263,53.6349,
2020-03-02T15:39:47.456926Z,1,251.829,51.3467,
2020-03-02T15:39:47.456935Z,2,57.2647,254.439,
2020-03-02T15:39:47.456942Z,42,208.137,297.597,
2020-03-02T15:39:47.488652Z,0,51.2664,53.6401,
2020-03-02T15:39:47.488687Z,1,251.802,51.3561,
2020-03-02T15:39:47.488696Z,2,57.2567,254.457,
2020-03-02T15:39:47.488703Z,42,208.003,297.474,
2020-03-02T15:39:47.524574Z,0,51.2773,53.6912,
2020-03-02T15:39:47.524606Z,1,251.813,51.3656,
2020-03-02T15:39:47.524614Z,2,57.2673,254.484,
2020-03-02T15:39:47.524673Z,42,207.828,297.194,
2020-03-02T15:39:47.556593Z,0,51.2457,53.6396,
2020-03-02T15:39:47.556632Z,1,251.817,51.3506,
2020-03-02T15:39:47.556641Z,2,57.2307,254.457,
2020-03-02T15:39:47.556647Z,42,207.615,296.627,
2020-03-02T15:39:47.657712Z,0,51.2696,53.652,
2020-03-02T15:39:47.657771Z,1,251.818,51.37,
2020-03-02T15:39:47.657784Z,2,57.2564,254.489,
2020-03-02T15:39:47.657794Z,42,207.203,296.021,
2020-03-02T15:39:47.689974Z,0,51.2339,53.6391,
2020-03-02T15:39:47.690027Z,1,251.808,51.3567,
2020-03-02T15:39:47.690042Z,2,57.2467,254.43,
2020-03-02T15:39:47.690054Z,42,206.596,295.735,
2020-03-02T15:39:47.758989Z,0,51.2695,53.6476,
2020-03-02T15:39:47.759072Z,1,251.813,51.3615,
2020-03-02T15:39:47.759088Z,2,57.2522,254.442,
2020-03-02T15:39:47.759107Z,42,206.097,295.275,
2020-03-02T15:39:47.889887Z,0,51.2575,53.6827,
2020-03-02T15:39:47.889950Z,1,251.829,51.3536,
2020-03-02T15:39:47.889960Z,2,57.2316,254.449,
2020-03-02T15:39:47.889968Z,42,202.504,291.987,
2020-03-02T15:39:47.988943Z,0,51.264,53.6803,
2020-03-02T15:39:47.988977Z,1,251.824,51.3657,
2020-03-02T15:39:47.988986Z,2,57.2578,254.478,
2020-03-02T15:39:47.988993Z,42,197.688,287.165,
2020-03-02T15:39:48.020793Z,0,51.2258,53.6523,
2020-03-02T15:39:48.020829Z,1,251.814,51.3363,
2020-03-02T15:39:48.020839Z,2,57.2248,254.464,
2020-03-02T15:39:48.020847Z,42,196.503,287.573,
2020-03-02T15:39:48.056482Z,0,51.2398,53.693,
2020-03-02T15:39:48.056512Z,1,251.857,51.3549,
2020-03-02T15:39:48.056519Z,2,57.2566,254.462,
2020-03-02T15:39:48.056526Z,42,195.697,287.203,
2020-03-02T15:39:48.088415Z,0,51.2392,53.652,
2020-03-02T15:39:48.088445Z,1,251.85,51.3528,
2020-03-02T15:39:48.088453Z,2,57.263,254.455,
2020-03-02T15:39:48.088459Z,42,195.75,287,
2020-03-02T15:39:48.120422Z,0,51.2478,53.6402,
2020-03-02T15:39:48.120455Z,1,251.828,51.3646,
2020-03-02T15:39:48.120463Z,2,57.2529,254.466,
2020-03-02T15:39:48.120470Z,42,195.078,287.438,
2020-03-02T15:39:48.155972Z,0,51.2644,53.689,
2020-03-02T15:39:48.156002Z,1,251.835,51.3515,
2020-03-02T15:39:48.156009Z,2,57.2417,254.45,
2020-03-02T15:39:48.156015Z,42,194.588,287.713,
2020-03-02T15:39:48.220354Z,0,51.229,53.6621,
2020-03-02T15:39:48.220388Z,1,251.813,51.3713,
2020-03-02T15:39:48.220396Z,2,57.2639,254.471,
2020-03-02T15:39:48.220403Z,42,194.147,288.239,
2020-03-02T15:39:48.256850Z,0,51.2607,53.6362,
2020-03-02T15:39:48.256884Z,1,251.831,51.3396,
2020-03-02T15:39:48.256892Z,2,57.2451,254.466,
2020-03-02T15:39:48.256898Z,42,194.17,288.59,
2020-03-02T15:39:48.288594Z,0,51.2495,53.6676,
2020-03-02T15:39:48.288645Z,1,251.81,51.3548,
2020-03-02T15:39:48.288653Z,2,57.2525,254.455,
2020-03-02T15:39:48.288660Z,42,194.131,288.827,
2020-03-02T15:39:48.320194Z,0,51.2349,53.6372,
2020-03-02T15:39:48.320228Z,1,251.827,51.354,
2020-03-02T15:39:48.320236Z,2,57.2819,254.451,
2020-03-02T15:39:48.320243Z,42,194.035,289.178,
2020-03-02T15:39:48.356319Z,0,51.2698,53.6674,
2020-03-02T15:39:48.356367Z,1,251.842,51.3496,
2020-03-02T15:39:48.356375Z,2,57.2435,254.457,
2020-03-02T15:39:48.356381Z,42,194.108,289.587,
2020-03-02T15:39:48.390428Z,0,51.2759,53.6857,
2020-03-02T15:39:48.390480Z,1,251.794,51.3549,
2020-03-02T15:39:48.390494Z,2,57.2603,254.464,
2020-03-02T15:39:48.390505Z,42,194.385,289.931,
2020-03-02T15:39:48.423632Z,0,51.2427,53.6297,
2020-03-02T15:39:48.423694Z,1,251.819,51.3619,
2020-03-02T15:39:48.423711Z,2,57.244,254.448,
2020-03-02T15:39:48.423724Z,42,194.943,290.195,
2020-03-02T15:39:48.458619Z,0,51.2762,53.6755,
2020-03-02T15:39:48.458688Z,1,251.816,51.3606,
