Timestamp,x(m),y(m),Theta(rad),
2020-03-02T15:37:26.439100+00:00,0.09048523537848421,-0.006429606531998596,-0.13878951966762543,
2020-03-02T15:37:26.477545+00:00,0.09048523537848421,-0.006429606531998596,-0.1387491524219513,
2020-03-02T15:37:26.532052+00:00,0.09048523537848421,-0.006429606531998596,-0.13878190517425534,
2020-03-02T15:37:26.578870+00:00,0.09048523537848421,-0.006429606531998596,-0.13877011835575104,
2020-03-02T15:37:26.629343+00:00,0.09048523537848421,-0.006429606531998596,-0.13878656923770907,
2020-03-02T15:37:26.680887+00:00,0.09046016802253945,-0.006426105316481556,-0.13876250386238098,
2020-03-02T15:37:26.723240+00:00,0.09048523539152709,-0.006429606438615394,-0.13877911865711215,
2020-03-02T15:37:26.770709+00:00,0.09048523539152709,-0.006429606438615394,-0.13872314989566803,
2020-03-02T15:37:26.831143+00:00,0.09048523539152709,-0.006429606438615394,-0.13876274228096006,
2020-03-02T15:37:26.873258+00:00,0.09048523539152709,-0.006429606438615394,-0.138727605342865,
2020-03-02T15:37:26.921560+00:00,0.09048523539152709,-0.006429606438615394,-0.13876256346702576,
2020-03-02T15:37:26.997283+00:00,0.09048523539152709,-0.006429606438615394,-0.13880802690982819,
2020-03-02T15:37:27.026437+00:00,0.09048523539152709,-0.006429606438615394,-0.1387404054403305,
2020-03-02T15:37:27.071180+00:00,0.09048523539152709,-0.006429606438615394,-0.1386970579624176,
2020-03-02T15:37:27.136686+00:00,0.09048523539152709,-0.006429606438615394,-0.13875731825828552,
2020-03-02T15:37:27.179658+00:00,0.09048523539152709,-0.006429606438615394,-0.13876459002494815,
2020-03-02T15:37:27.224217+00:00,0.09048523539152709,-0.006429606438615394,-0.13877330720424655,
2020-03-02T15:37:27.290027+00:00,0.09048523539152709,-0.006429606438615394,-0.13868965208530423,
2020-03-02T15:37:27.326182+00:00,0.09048523539152709,-0.006429606438615394,-0.13880570232868197,
2020-03-02T15:37:27.370984+00:00,0.09048523539152709,-0.006429606438615394,-0.13876295089721682,
2020-03-02T15:37:27.431409+00:00,0.0904601679780137,-0.006426105635292174,-0.13875323534011844,
2020-03-02T15:37:27.471154+00:00,0.09048523545787777,-0.0064296059634800645,-0.13872504234313965,
2020-03-02T15:37:27.524035+00:00,0.09048523545787777,-0.0064296059634800645,-0.13872794806957242,
2020-03-02T15:37:27.578229+00:00,0.09048523545787777,-0.0064296059634800645,-0.13876295089721682,
2020-03-02T15:37:27.638188+00:00,0.09046016803017544,-0.006426105261758004,-0.13874512910842896,
2020-03-02T15:37:27.673803+00:00,0.09048523548779322,-0.006429605749258313,-0.13874585926532745,
2020-03-02T15:37:27.734270+00:00,0.09048523548779322,-0.006429605749258313,-0.13879281282424927,
2020-03-02T15:37:27.776833+00:00,0.09048523548779322,-0.006429605749258313,-0.13871164619922638,
2020-03-02T15:37:27.835223+00:00,0.09048523548779322,-0.006429605749258313,-0.13881064951419833,
2020-03-02T15:37:27.880681+00:00,0.09048523548779322,-0.006429605749258313,-0.1387304961681366,
2020-03-02T15:37:27.927277+00:00,0.09048523548779322,-0.006429605749258313,-0.13874806463718414,
2020-03-02T15:37:27.971420+00:00,0.09048523548779322,-0.006429605749258313,-0.13874562084674835,
